gameId,playerId,originalGroup,target,simPhase1Phase2,condition
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEMA6765ECKJ6NX8GGDF2,C,page9-27,1.0000001192092896,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEMA6765ECKJ6NX8GGDF2,C,page9-46,0.8530400991439819,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,A,page1-128,0.5045207738876343,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,A,page3-136,0.8095877766609192,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,A,page3-85,0.47582000494003296,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,A,page5-64,0.22742807865142822,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,A,page9-27,0.6820990443229675,social_mixed
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,A,page9-46,0.7458900213241577,social_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,B,page1-128,0.6210519671440125,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,B,page3-136,1.0000001192092896,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,B,page3-85,0.226450577378273,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,B,page5-64,0.9169791340827942,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,B,page9-27,1.0,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,B,page9-46,0.6780014038085938,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,B,page1-128,0.8951903581619263,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,B,page3-136,0.5438044667243958,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,B,page3-85,0.3313627243041992,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,B,page5-64,0.6886927485466003,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,B,page9-27,0.0978630930185318,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,B,page9-46,0.797221302986145,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,C,page1-128,1.0,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,C,page3-136,0.888614296913147,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,C,page3-85,1.0000001192092896,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,C,page5-64,0.8114950656890869,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,C,page9-27,0.9606236219406128,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,C,page9-46,0.9650669097900391,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,C,page1-128,0.820756196975708,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,C,page3-136,0.7627116441726685,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,C,page3-85,0.7949540615081787,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,C,page5-64,0.5766588449478149,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,C,page9-27,0.8810405731201172,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,C,page9-46,1.000000238418579,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,C,page1-128,0.5670455694198608,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,C,page3-136,0.8523014783859253,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,C,page3-85,0.1435687243938446,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,C,page5-64,0.5060070753097534,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,C,page9-27,0.8061816692352295,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,C,page9-46,0.6360810995101929,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,A,page1-128,0.18158717453479767,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,A,page3-136,0.8232347965240479,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,A,page3-85,0.761457085609436,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,A,page5-64,0.7831589579582214,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,A,page9-27,0.7926803231239319,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,A,page9-46,0.6779415607452393,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,B,page1-128,0.6609402894973755,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,B,page3-136,0.8216286301612854,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,B,page3-85,0.8596600294113159,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,B,page5-64,0.6930322647094727,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,B,page9-27,0.9148764610290527,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,B,page9-46,0.4575604498386383,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,A,page1-128,0.2371830940246582,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,A,page3-136,0.2828180193901062,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,A,page3-85,0.5980859398841858,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,A,page5-64,0.9318535327911377,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,A,page9-27,0.6095393896102905,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,A,page9-46,0.5869688391685486,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,A,page1-128,0.751820981502533,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,A,page3-136,0.4036092758178711,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,A,page3-85,0.8923506736755371,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,A,page5-64,0.908088207244873,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,A,page9-27,0.777330756187439,refer_mixed
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,A,page9-46,0.883425772190094,refer_mixed
